model,chunk_step,mean_abs_error_mean,mean_abs_error_std,completed_seeds
act_A_only,38,0.25753165036439896,0.005728549054056525,4
act_A_only,39,0.257961168885231,0.0047551623672439005,4
act_A_only,40,0.25723693519830704,0.004397698153697221,4
act_A_only,41,0.2578338831663131,0.005634423665639084,4
act_A_only,42,0.25749021023511887,0.005181456051199756,4
act_A_only,43,0.2568828836083412,0.005616420759659214,4
act_A_only,44,0.2556629478931427,0.0056497366956895344,4
act_A_only,45,0.2550501599907875,0.005735201972143432,4
act_A_only,46,0.2537335380911827,0.005555397662822703,4
act_A_only,47,0.2534864917397499,0.0056407667085535415,4
act_A_only,48,0.2521590180695057,0.004972534976132453,4
act_A_only,49,0.25016411393880844,0.0047038573381305935,4
act_A_only,50,0.24924940988421437,0.004517938451698338,4
act_A_only,51,0.24995160102844238,0.002530304617900186,4
act_A_only,52,0.25050613284111023,0.0027230290096732996,4
act_A_only,53,0.2519091069698334,0.0022553361480894003,4
act_A_only,54,0.25285748392343516,0.0024238343556400683,4
act_A_only,55,0.25415486097335815,0.001442674528959653,4
act_A_only,56,0.25618574023246765,0.00222052199652636,4
act_A_only,57,0.2575027793645859,0.0013707803750154662,4
act_A_only,58,0.25966203212738037,0.0011778826225324946,4
act_A_only,59,0.2606222033500671,0.0010138897004825045,4
act_A_only,60,0.2621683627367019,0.00149109409455938,4
act_A_only,61,0.2638714537024498,0.003361373683800483,4
act_A_only,62,0.26504046469926834,0.003482499494403889,4
act_A_only,63,0.2652379050850868,0.003976447269685986,4
act_A_only,64,0.2645735666155815,0.0028438552453035723,4
act_A_only,65,0.26779536157846445,0.0035096354292833477,4
act_A_only,66,0.27978793531656265,0.013420921724418491,4
act_A_only,67,0.27865494787693024,0.012559051705800234,4
act_A_only,68,0.280431218445301,0.01308062058639784,4
act_A_only,69,0.2651148587465286,0.008828340030575206,4
act_A_only,70,0.27745754271745676,0.006918589546489192,4
act_A_only,71,0.27750153839588165,0.004402982329445436,4
act_A_only,72,0.27942386269569397,0.018738737708469254,4
act_A_only,73,0.2717995569109916,0.007430566271836262,4
act_A_only,74,0.27296707034111023,0.017160724240983517,4
act_A_only,75,0.2793337851762771,0.015224960457140044,4
act_A_only,76,0.2708583325147629,0.01927400968982476,4
act_A_only,77,0.28062018752098083,0.016252645037665457,4
act_A_only,78,0.2675088569521904,0.01769973800383109,4
act_A_only,79,0.2793233394622803,0.008577220252925457,4
act_A_only,80,0.27360641956329346,0.010859539122982853,4
act_A_only,81,0.27815985679626465,0.016111440227248947,4
act_A_only,82,0.2750319465994835,0.01119342537035127,4
act_A_only,83,0.27711920440196985,0.011124683390818586,4
act_A_only,84,0.27488186210393906,0.015616992752921367,4
act_A_only,85,0.27362117171287537,0.017599731970400084,4
act_A_only,86,0.26860421895980835,0.012285418287100227,4
act_A_only,87,0.2761741057038307,0.011827032181040585,4
act_A_only,88,0.2734115645289421,0.010452711414813829,4
act_A_only,89,0.27515709400177,0.017423333746922225,4
act_A_only,90,0.2661453038454056,0.014354376438886422,4
act_A_only,91,0.2688735201954841,0.004184659652283651,4
act_A_only,92,0.27301071584224695,0.01430494188960307,4
act_A_only,93,0.27514154464006424,0.020324642335609763,4
act_A_only,94,0.27327342331409454,0.012873787748208425,4
act_A_only,95,0.26986503601074213,0.021388030122249827,4
act_A_only,96,0.2755758538842201,0.010245418509383044,4
act_A_only,97,0.2743668928742409,0.012587046820199583,4
act_A_only,98,0.2671696841716766,0.013163920266929875,4
act_A_only,99,0.2826502323150635,0.011251743112331025,4
act_A_only,100,0.25645239651203156,0.006680854630774374,4
