step,train_action_l1_loss,total_loss,val_action_l1_loss,val_total_loss,learning_rate,time_per_step
1,0.21853107213974,77.42414093017578,0.5199058338999748,52.519948196411136,0.0001,1.5567278780508786
2,0.5205203890800476,53.2883186340332,,,0.0001,0.19100619992241263
3,0.29242631793022156,33.433074951171875,,,0.0001,0.17772957310080528
4,0.12504835426807404,20.993574142456055,,,0.0001,0.1818220999557525
5,0.19532626867294312,16.52039337158203,,,0.0001,0.18541437108069658
6,0.21220634877681732,11.89918327331543,,,0.0001,0.20661002397537231
7,0.1592148095369339,7.012046813964844,,,0.0001,0.19630828383378685
8,0.10336349159479141,5.875219345092773,,,0.0001,0.20465538487769663
9,0.13478092849254608,6.292899131774902,,,0.0001,0.18683045101352036
10,0.13409645855426788,6.246513843536377,,,0.0001,0.20145818614400923
11,0.11736702173948288,5.82275390625,,,0.0001,0.20590275200083852
12,0.11432459950447083,4.681210994720459,,,0.0001,0.19805477606132627
13,0.10655631870031357,3.900148391723633,,,0.0001,0.1964713209308684
14,0.09280132502317429,3.785665512084961,,,0.0001,0.20963272382505238
15,0.0943356305360794,3.84126353263855,,,0.0001,0.3637699871324003
16,0.10541468113660812,3.8741209506988525,,,0.0001,0.29597504204139113
17,0.10725762695074081,3.6597745418548584,,,0.0001,0.1951626029331237
18,0.08671408146619797,3.2353527545928955,,,0.0001,0.21757857594639063
19,0.09481753408908844,3.0185718536376953,,,0.0001,0.20461026788689196
20,0.08721895515918732,2.9825098514556885,,,0.0001,0.19650848302990198
21,0.09630876779556274,3.127157688140869,,,0.0001,0.6559375040233135
22,0.0839504823088646,3.162208080291748,,,0.0001,0.21588681498542428
23,0.10068346560001373,3.0037288665771484,,,0.0001,0.3293519339058548
24,0.09050606936216354,2.8321826457977295,,,0.0001,0.20080369501374662
25,0.09083988517522812,2.554445743560791,,,0.0001,0.1839927090331912
26,0.0860644206404686,2.836825370788574,,,0.0001,0.3849104919936508
27,0.08924846351146698,2.801401376724243,,,0.0001,0.18840978597290814
28,0.08848419040441513,2.7135097980499268,,,0.0001,0.33450875896960497
29,0.08853655308485031,2.6599464416503906,,,0.0001,0.1770655419677496
30,0.08275402337312698,2.5249545574188232,,,0.0001,0.1751336669549346
31,0.08235761523246765,2.490748882293701,,,0.0001,0.22137379785999656
32,0.08918986469507217,2.5877082347869873,,,0.0001,0.191939412150532
33,0.09001901745796204,2.48003888130188,,,0.0001,0.17200945992954075
34,0.09456843882799149,2.4243483543395996,,,0.0001,0.1785644858609885
35,0.0885547325015068,2.408632278442383,,,0.0001,0.17521464615128934
36,0.09174477308988571,2.39475154876709,,,0.0001,0.17198920506052673
37,0.09697799384593964,2.282191038131714,,,0.0001,0.17094490583986044
38,0.08497458696365356,2.2656726837158203,,,0.0001,0.170124082127586
39,0.09273616969585419,2.2930688858032227,,,0.0001,0.17194981803186238
40,0.08699356764554977,2.231025457382202,,,0.0001,0.1713801200967282
41,0.08251769095659256,2.2366995811462402,,,0.0001,0.17090245406143367
42,0.08407038450241089,2.1623823642730713,,,0.0001,0.17271593306213617
43,0.08754240721464157,2.2880728244781494,,,0.0001,0.17714156513102353
44,0.08712365478277206,2.1562960147857666,,,0.0001,0.17052844213321805
45,0.07922665774822235,2.1711513996124268,,,0.0001,0.17081616609357297
46,0.09547318518161774,2.225219249725342,,,0.0001,0.17673450405709445
47,0.08553728461265564,2.133056879043579,,,0.0001,0.17390426504425704
48,0.08532161265611649,2.0990793704986572,,,0.0001,0.17199444607831538
49,0.081962451338768,1.9667850732803345,,,0.0001,0.1716571010183543
50,0.07772006094455719,2.062551498413086,,,0.0001,0.173998145153746
51,0.08386829495429993,2.046459436416626,,,0.0001,0.1700976591091603
52,0.0889405906200409,2.014474630355835,,,0.0001,0.17802675813436508
53,0.07572899013757706,2.0066423416137695,,,0.0001,0.1738230159971863
54,0.0775146484375,1.9376261234283447,,,0.0001,0.17693420383147895
55,0.08686678111553192,1.9793390035629272,,,0.0001,0.16985511989332736
56,0.08839700371026993,1.951143741607666,,,0.0001,0.1741157069336623
57,0.09410293400287628,1.9151564836502075,,,0.0001,0.1774625200778246
58,0.08179198205471039,1.8426347970962524,,,0.0001,0.17593379504978657
59,0.0797373354434967,1.8386939764022827,,,0.0001,0.17196409311145544
60,0.08500093966722488,1.8610355854034424,,,0.0001,0.1737675059121102
61,0.0927964523434639,1.908060073852539,,,0.0001,0.17599896807223558
62,0.07753968238830566,1.8015310764312744,,,0.0001,0.1770922369323671
63,0.0839996486902237,1.7961249351501465,,,0.0001,0.17660563299432397
64,0.08729316294193268,1.8351068496704102,,,0.0001,0.1705399239435792
65,0.08210547268390656,1.7729873657226562,,,0.0001,0.1724282510112971
66,0.08559408783912659,1.6957226991653442,,,0.0001,0.17343093315139413
67,0.08956540375947952,1.721432089805603,,,0.0001,0.1743493159301579
68,0.07951916009187698,1.7192062139511108,,,0.0001,0.17574510094709694
69,0.0852392166852951,1.7913353443145752,,,0.0001,0.17266648006625473
70,0.07717572152614594,1.7573461532592773,,,0.0001,0.17128619505092502
71,0.07795993983745575,1.710915207862854,,,0.0001,0.17259662505239248
72,0.08721601963043213,1.7100733518600464,,,0.0001,0.1722983350045979
73,0.08673133701086044,1.5910059213638306,,,0.0001,0.17349922889843583
74,0.07622016966342926,1.6937711238861084,,,0.0001,0.17408995400182903
75,0.08076595515012741,1.6542227268218994,,,0.0001,0.17147108516655862
76,0.08882150799036026,1.6228275299072266,,,0.0001,0.17445125593803823
77,0.08167926967144012,1.6999167203903198,,,0.0001,0.17078663199208677
78,0.0814444050192833,1.5353291034698486,,,0.0001,0.1739640871528536
79,0.07730154693126678,1.7078937292099,,,0.0001,0.1740270471200347
80,0.08501973003149033,1.6817995309829712,,,0.0001,0.17193895392119884
81,0.07853633165359497,1.588057041168213,,,0.0001,0.1720185859594494
82,0.07187070697546005,1.5918179750442505,,,0.0001,0.17233024281449616
83,0.08217112720012665,1.6329599618911743,,,0.0001,0.17255884897895157
84,0.08454370498657227,1.5442250967025757,,,0.0001,0.17125113494694233
85,0.08841005712747574,1.5764278173446655,,,0.0001,0.17931197513826191
86,0.08116523921489716,1.5178154706954956,,,0.0001,0.17587217199616134
87,0.07546168565750122,1.4620332717895508,,,0.0001,0.17256168113090098
88,0.07679995894432068,1.480602741241455,,,0.0001,0.17738345894031227
89,0.08713769167661667,1.5488040447235107,,,0.0001,0.17532135802321136
90,0.08338893949985504,1.5254595279693604,,,0.0001,0.177915875101462
91,0.07784479111433029,1.530475378036499,,,0.0001,0.17220487585291266
92,0.07659371197223663,1.4708806276321411,,,0.0001,0.17174509819597006
93,0.07825813442468643,1.5092531442642212,,,0.0001,0.17274664994329214
94,0.0785498395562172,1.526620626449585,,,0.0001,0.17432113690301776
95,0.08223672211170197,1.3788199424743652,,,0.0001,0.18130577309057117
96,0.08658666908740997,1.5175577402114868,,,0.0001,0.17195433098822832
97,0.08449173718690872,1.411271572113037,,,0.0001,0.17242866288870573
98,0.08388332277536392,1.4693180322647095,,,0.0001,0.1711826471146196
99,0.08267223834991455,1.4442086219787598,,,0.0001,0.17380432994104922
100,0.06529275327920914,1.366247534751892,,,0.0001,0.16995330806821585
101,0.07705269753932953,1.4000543355941772,,,0.0001,0.17104031797498465
102,0.08332493156194687,1.36643385887146,,,0.0001,0.1717046401463449
103,0.08774309605360031,1.386232852935791,,,0.0001,0.17191381589509547
104,0.07884829491376877,1.3808726072311401,,,0.0001,0.1731891818344593
105,0.07600841671228409,1.3704713582992554,,,0.0001,0.17213566112332046
106,0.07947717607021332,1.3786975145339966,,,0.0001,0.17067233892157674
107,0.07986664772033691,1.3170788288116455,,,0.0001,0.17262703785672784
108,0.0786089226603508,1.342276692390442,,,0.0001,0.1702337779570371
109,0.08072167634963989,1.2846970558166504,,,0.0001,0.1707211199682206
110,0.07879294455051422,1.2867395877838135,,,0.0001,0.1721521131694317
111,0.08310694992542267,1.2607612609863281,,,0.0001,0.16976655507460237
112,0.08389101922512054,1.3451300859451294,,,0.0001,0.17793174786493182
113,0.08870838582515717,1.332445740699768,,,0.0001,0.17941377381794155
114,0.08364886790513992,1.3112621307373047,,,0.0001,0.17950583901256323
115,0.08026149123907089,1.320340871810913,,,0.0001,0.17915127403102815
116,0.08266846090555191,1.3384157419204712,,,0.0001,0.1738686680328101
117,0.08708273619413376,1.2527750730514526,,,0.0001,0.17977642710320652
118,0.07461635768413544,1.235693097114563,,,0.0001,0.1763783460482955
119,0.08526632189750671,1.2338178157806396,,,0.0001,0.17427220195531845
120,0.07800254225730896,1.2562144994735718,,,0.0001,0.17430643388070166
121,0.08358731865882874,1.2214046716690063,,,0.0001,0.1749299569055438
122,0.07684178650379181,1.2617111206054688,,,0.0001,0.1744456239975989
