step,train_action_l1_loss,total_loss,val_action_l1_loss,val_total_loss,learning_rate,time_per_step
1,0.12509706616401672,92.39171600341797,0.6368805795907975,53.43716106414795,0.0001,1.4743972688447684
2,0.5998002290725708,52.546138763427734,,,0.0001,0.18657097010873258
3,0.3725350499153137,32.47958755493164,,,0.0001,0.17838869686238468
4,0.25082021951675415,16.597148895263672,,,0.0001,0.17838359298184514
5,0.13310067355632782,13.591986656188965,,,0.0001,0.1839811629615724
6,0.1628444492816925,10.23884105682373,,,0.0001,0.18741600890643895
7,0.15874528884887695,8.56497573852539,,,0.0001,0.18697710311971605
8,0.13246752321720123,7.836583137512207,,,0.0001,0.20370160811580718
9,0.10732141882181168,6.424071788787842,,,0.0001,0.19499412993900478
10,0.12838304042816162,5.369479179382324,,,0.0001,0.1924595150630921
11,0.12533479928970337,4.800466537475586,,,0.0001,0.191848814021796
12,0.11709265410900116,4.454782962799072,,,0.0001,0.19930562586523592
13,0.09364023059606552,4.217896461486816,,,0.0001,0.2094519471284002
14,0.09773208200931549,4.170598983764648,,,0.0001,0.20630930899642408
15,0.1036049947142601,3.6935665607452393,,,0.0001,0.6464748359285295
16,0.09151879698038101,3.331216812133789,,,0.0001,0.27163627510890365
17,0.0965178981423378,3.42703914642334,,,0.0001,0.19802364008501172
18,0.09997337311506271,3.4754793643951416,,,0.0001,0.19975496898405254
19,0.08906631171703339,3.330876588821411,,,0.0001,0.21517676883377135
20,0.08830210566520691,2.979175090789795,,,0.0001,0.1988818070385605
21,0.10093309730291367,2.940795421600342,,,0.0001,0.49614731408655643
22,0.08876913785934448,3.085164785385132,,,0.0001,0.4677075990475714
23,0.08965998888015747,2.968956708908081,,,0.0001,0.19969428004696965
24,0.08610925078392029,2.835141658782959,,,0.0001,0.18720615794882178
25,0.07696564495563507,2.7045204639434814,,,0.0001,0.18104453501291573
26,0.08703581243753433,2.643887996673584,,,0.0001,0.250232492107898
27,0.09176776558160782,2.601755380630493,,,0.0001,0.32065631402656436
28,0.09505098313093185,2.5866787433624268,,,0.0001,0.24048973806202412
29,0.08633316308259964,2.615471601486206,,,0.0001,0.22690688213333488
30,0.08505319058895111,2.432988405227661,,,0.0001,0.18445209809578955
31,0.07441406697034836,2.5018584728240967,,,0.0001,0.22035415121354163
32,0.09181171655654907,2.5158095359802246,,,0.0001,0.17443747189827263
33,0.08584350347518921,2.489912986755371,,,0.0001,0.18457857612520456
