step,train_action_l1_loss,total_loss,val_action_l1_loss,val_total_loss,learning_rate,time_per_step
1,0.19237273931503296,81.04557800292969,0.5845680952072143,45.80519523620605,0.0001,2.4431287040933967
2,0.5885826945304871,45.150672912597656,,,0.0001,0.21636850200593472
3,0.3365978002548218,27.87773895263672,,,0.0001,0.19431581906974316
4,0.1646346002817154,18.078367233276367,,,0.0001,0.1969237478915602
5,0.17997843027114868,13.685528755187988,,,0.0001,0.20641125296242535
6,0.1754721701145172,8.597042083740234,,,0.0001,0.19807230099104345
7,0.11192548274993896,6.51036262512207,,,0.0001,0.19930925499647856
8,0.11147245019674301,6.777629852294922,,,0.0001,0.2016741179395467
9,0.11012367904186249,6.575834274291992,,,0.0001,0.22532617300748825
10,0.11327926814556122,5.687329292297363,,,0.0001,0.22329461388289928
11,0.10071633011102676,4.654909610748291,,,0.0001,0.21690929285250604
12,0.10585514456033707,4.0857930183410645,,,0.0001,0.21251463796943426
13,0.11414021998643875,4.134580612182617,,,0.0001,0.21902662399224937
14,0.1025172546505928,4.145421028137207,,,0.0001,0.2114937361329794
15,0.08840472251176834,3.946528911590576,,,0.0001,0.22487461916171014
16,0.09743907302618027,3.665531873703003,,,0.0001,0.24410857702605426
17,0.10306686162948608,3.1334269046783447,,,0.0001,0.2521988549269736
18,0.0829094722867012,3.3426852226257324,,,0.0001,0.22612687689252198
19,0.09483695775270462,3.412033796310425,,,0.0001,0.2374735651537776
20,0.09780372679233551,3.377349615097046,,,0.0001,0.24299770896323025
21,0.08495403826236725,2.945840835571289,,,0.0001,0.2640696899034083
22,0.0847155749797821,2.8277900218963623,,,0.0001,0.221595314797014
23,0.09944334626197815,2.918640613555908,,,0.0001,0.1986647080630064
24,0.09860347956418991,2.9955384731292725,,,0.0001,0.19771885685622692
25,0.08694984018802643,2.9434964656829834,,,0.0001,0.19847388798370957
26,0.08476832509040833,2.8409106731414795,,,0.0001,0.2086245131213218
27,0.0933675467967987,2.6305055618286133,,,0.0001,0.23232986102811992
28,0.09306130558252335,2.6142494678497314,,,0.0001,0.251097469124943
29,0.09236199408769608,2.6815381050109863,,,0.0001,0.23706808197312057
30,0.0808025598526001,2.7276806831359863,,,0.0001,0.2344143600203097
31,0.09405089914798737,2.6756532192230225,,,0.0001,0.21226553502492607
32,0.09574885666370392,2.4398465156555176,,,0.0001,0.2292432440444827
33,0.09582670778036118,2.3399252891540527,,,0.0001,0.2184458060655743
34,0.09250658005475998,2.440516948699951,,,0.0001,0.6193099450320005
35,0.08889371156692505,2.5060760974884033,,,0.0001,0.22747618309222162
36,0.09143606573343277,2.440580129623413,,,0.0001,0.22776710893958807
