step,train_action_l1_loss,total_loss,val_action_l1_loss,val_total_loss,learning_rate,time_per_step
1,0.18642576038837433,76.70560455322266,0.622723713517189,56.59631080627442,0.0001,2.0248356291558594
2,0.5801078677177429,56.63246154785156,,,0.0001,0.2263270348776132
3,0.40453577041625977,31.88523292541504,,,0.0001,0.21308923908509314
4,0.27210384607315063,16.318212509155273,,,0.0001,0.21077002701349556
5,0.10690924525260925,11.315834045410156,,,0.0001,0.18564175814390182
6,0.17243239283561707,9.393712997436523,,,0.0001,0.20650548790581524
7,0.12423785775899887,8.380814552307129,,,0.0001,0.20328813116066158
8,0.11099528521299362,6.4788594245910645,,,0.0001,0.2074593820143491
9,0.11849149316549301,5.763812065124512,,,0.0001,0.2239008699543774
10,0.12389928102493286,5.059573650360107,,,0.0001,0.21705976803787053
11,0.0954585149884224,4.584865093231201,,,0.0001,0.21208880213089287
12,0.11082140356302261,4.376175403594971,,,0.0001,0.2514188829809427
13,0.11585848033428192,4.2478556632995605,,,0.0001,0.2034463759046048
14,0.09216537326574326,3.7022244930267334,,,0.0001,0.20261783711612225
15,0.09883765131235123,3.427976369857788,,,0.0001,0.20735021098516881
16,0.09576960653066635,3.3927271366119385,,,0.0001,0.21103943488560617
17,0.09378812462091446,3.4234871864318848,,,0.0001,0.20145586784929037
18,0.0843501091003418,3.276768207550049,,,0.0001,0.24128141184337437
19,0.09573017805814743,3.1998088359832764,,,0.0001,0.225903115933761
20,0.0990723967552185,3.125432014465332,,,0.0001,0.23588407202623785
21,0.08534356951713562,2.9046173095703125,,,0.0001,0.2520012930035591
22,0.09168381989002228,2.9898300170898438,,,0.0001,0.417721773032099
23,0.0948607549071312,2.9365665912628174,,,0.0001,0.2776401999872178
24,0.07856877893209457,2.8436055183410645,,,0.0001,0.3015511049889028
25,0.09405047446489334,2.6836509704589844,,,0.0001,0.21830646693706512
26,0.0878317579627037,2.684246063232422,,,0.0001,0.26165012014098465
27,0.08638812601566315,2.681614875793457,,,0.0001,0.22927534696646035
28,0.08543587476015091,2.617017984390259,,,0.0001,0.2122922099661082
29,0.08671882748603821,2.5837368965148926,,,0.0001,0.2534261900000274
30,0.08257703483104706,2.5393781661987305,,,0.0001,0.22980275913141668
31,0.09607382863759995,2.464263677597046,,,0.0001,0.23077013297006488
32,0.08790065348148346,2.4521610736846924,,,0.0001,0.23559259600006044
33,0.08647061139345169,2.3806934356689453,,,0.0001,0.24922961392439902
34,0.08553902804851532,2.433018445968628,,,0.0001,0.824343137210235
35,0.09241311252117157,2.3636651039123535,,,0.0001,0.24966036481782794
36,0.08618860691785812,2.307407855987549,,,0.0001,0.23055309895426035
37,0.08561515808105469,2.3621387481689453,,,0.0001,0.24293062603101134
38,0.09046974033117294,2.397866725921631,,,0.0001,0.21662745508365333
39,0.09108219295740128,2.314621925354004,,,0.0001,0.22714785602875054
40,0.07725869119167328,2.2285141944885254,,,0.0001,0.19320563692599535
